obs,time,deployment,conductivity,SSP,Depth ,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('4612',)",3748878502,11,3.571000099,1484.506007,40.34558945,3767111115,3767111252,3748878502,0,internal_timestamp,40.62099838,1539889702,33.70090103,0,8.7645998,1026.326449,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4613',)",3748878503,11,3.570990086,1484.505657,40.32374318,3767111115,3767111252,3748878503,0,internal_timestamp,40.59899902,1539889703,33.70090103,0,8.7645998,1026.326349,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4614',)",3748878503,11,3.570990086,1484.50526,40.29891943,3767111115,3767111252,3748878503,0,internal_timestamp,40.57400131,1539889703,33.70090103,0,8.7645998,1026.326235,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4615',)",3748878503,11,3.570990086,1484.505111,40.27409555,3767111115,3767111252,3748878503,0,internal_timestamp,40.54899979,1539889703,33.70080185,0,8.764699936,1026.326027,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4616',)",3748878503,11,3.570980072,1484.504972,40.25026805,3767111115,3767111252,3748878503,0,internal_timestamp,40.52500153,1539889703,33.70069885,0,8.764800072,1026.325822,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4617',)",3748878503,11,3.570990086,1484.505071,40.2254478,3767111115,3767111252,3748878503,0,internal_timestamp,40.5,1539889703,33.70050049,0,8.765000343,1026.325521,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4618',)",3748878503,11,3.571000099,1484.50571,40.20360638,3767111115,3767111252,3748878503,0,internal_timestamp,40.47800064,1539889703,33.70040131,0,8.765299797,1026.325296,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4619',)",3748878503,11,3.571010113,1484.505637,40.17580192,3767111115,3767111252,3748878503,0,internal_timestamp,40.45000076,1539889703,33.70040131,0,8.765399933,1026.325153,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4620',)",3748878503,11,3.571019888,1484.506,40.15196805,3767111115,3767111252,3748878503,0,internal_timestamp,40.42599869,1539889703,33.70040131,0,8.765600204,1026.325012,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4621',)",3748878503,11,3.571029902,1484.505878,40.12913301,3767111115,3767111252,3748878503,0,internal_timestamp,40.40299988,1539889703,33.70029831,0,8.76570034,1026.324811,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4622',)",3748878503,11,3.571019888,1484.505681,40.10133156,3767111115,3767111252,3748878503,0,internal_timestamp,40.375,1539889703,33.70019913,0,8.765800476,1026.32459,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4623',)",3748878503,11,3.571010113,1484.505744,40.07452623,3767111115,3767111252,3748878503,0,internal_timestamp,40.34799957,1539889703,33.70000076,0,8.765999794,1026.32428,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4624',)",3748878503,11,3.571010113,1484.505761,40.05269032,3767111115,3767111252,3748878503,0,internal_timestamp,40.32600021,1539889703,33.6996994,0,8.766200066,1026.323913,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4625',)",3748878503,11,3.571019888,1484.506232,40.02787058,3767111115,3767111252,3748878503,0,internal_timestamp,40.30099869,1539889703,33.69950104,0,8.766500473,1026.323597,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4626',)",3748878503,11,3.571019888,1484.506618,40.00603525,3767111115,3767111252,3748878503,0,internal_timestamp,40.27899933,1539889703,33.69919968,0,8.766799927,1026.323214,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4627',)",3748878503,11,3.571029902,1484.506981,39.9822051,3767111115,3767111252,3748878503,0,internal_timestamp,40.25500107,1539889703,33.69919968,0,8.767000198,1026.323073,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4628',)",3748878503,11,3.571049929,1484.507588,39.95837478,3767111115,3767111252,3748878503,0,internal_timestamp,40.23099899,1539889703,33.69910049,0,8.767299652,1026.322839,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4629',)",3748878504,11,3.571039915,1484.507666,39.93256578,3767111115,3767111252,3748878504,0,internal_timestamp,40.20500183,1539889704,33.69889832,0,8.767499924,1026.322531,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4630',)",3748878504,11,3.571049929,1484.507564,39.91071923,3767111115,3767111252,3748878504,0,internal_timestamp,40.18299866,1539889704,33.69879913,0,8.76760006,1026.322337,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4631',)",3748878504,11,3.571049929,1484.507755,39.88391078,3767111115,3767111252,3748878504,0,internal_timestamp,40.15599823,1539889704,33.69869995,0,8.767800331,1026.322105,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4632',)",3748878504,11,3.571049929,1484.507818,39.85710911,3767111115,3767111252,3748878504,0,internal_timestamp,40.12900162,1539889704,33.69850159,0,8.767999649,1026.321796,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4633',)",3748878504,11,3.571059942,1484.507809,39.83327451,3767111115,3767111252,3748878504,0,internal_timestamp,40.10499954,1539889704,33.69850159,0,8.768099785,1026.321671,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4634',)",3748878504,11,3.571059942,1484.507951,39.81143545,3767111115,3767111252,3748878504,0,internal_timestamp,40.08300018,1539889704,33.69829941,0,8.768300056,1026.321381,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4635',)",3748878504,11,3.571039915,1484.507909,39.78562547,3767111115,3767111252,3748878504,0,internal_timestamp,40.05699921,1539889704,33.69800186,0,8.768500328,1026.320998,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4636',)",3748878504,11,3.571039915,1484.508124,39.76080586,3767111115,3767111252,3748878504,0,internal_timestamp,40.0320015,1539889704,33.69789886,0,8.768699646,1026.320772,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4637',)",3748878504,11,3.571039915,1484.508325,39.73499958,3767111115,3767111252,3748878504,0,internal_timestamp,40.00600052,1539889704,33.69749832,0,8.769000053,1026.320293,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4638',)",3748878504,11,3.571059942,1484.509212,39.71316155,3767111115,3767111252,3748878504,0,internal_timestamp,39.98400116,1539889704,33.69729996,0,8.769399643,1026.319975,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4639',)",3748878504,11,3.571079969,1484.510442,39.68933532,3767111115,3767111252,3748878504,0,internal_timestamp,39.95999908,1539889704,33.69710159,0,8.769900322,1026.319632,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4640',)",3748878504,11,3.571099997,1484.511541,39.66551598,3767111115,3767111252,3748878504,0,internal_timestamp,39.93600082,1539889704,33.69680023,0,8.770400047,1026.319208,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4641',)",3748878504,11,3.571120024,1484.513475,39.63971562,3767111115,3767111252,3748878504,0,internal_timestamp,39.90999985,1539889704,33.69630051,0,8.77120018,1026.318574,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4642',)",3748878504,11,3.571160078,1484.516516,39.61392675,3767111115,3767111252,3748878504,0,internal_timestamp,39.88399887,1539889704,33.69549942,0,8.772399902,1026.31764,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4643',)",3748878504,11,3.571199894,1484.52086,39.59212006,3767111115,3767111252,3748878504,0,internal_timestamp,39.86199951,1539889704,33.69449997,0,8.774000168,1026.316508,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4644',)",3748878504,11,3.571269989,1484.526533,39.56833369,3767111115,3767111252,3748878504,0,internal_timestamp,39.83800125,1539889704,33.69340134,0,8.776000023,1026.315226,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4645',)",3748878505,11,3.571340084,1484.531689,39.54355348,3767111115,3767111252,3748878505,0,internal_timestamp,39.81299973,1539889705,33.69219971,0,8.777899742,1026.313874,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4646',)",3748878505,11,3.5713799,1484.536448,39.51678746,3767111115,3767111252,3748878505,0,internal_timestamp,39.7859993,1539889705,33.69100189,1,8.779700279,1026.312532,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4647',)",3748878505,11,3.571409941,1484.540307,39.49597557,3767111115,3767111252,3748878505,0,internal_timestamp,39.76499939,1539889705,33.68989944,0,8.781200409,1026.311339,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4648',)",3748878505,11,3.571429968,1484.543147,39.4731737,3767111115,3767111252,3748878505,0,internal_timestamp,39.74200058,1539889705,33.68889999,0,8.782400131,1026.310264,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4649',)",3748878505,11,3.571439981,1484.545707,39.44837937,3767111115,3767111252,3748878505,0,internal_timestamp,39.71699905,1539889705,33.68799973,0,8.783499718,1026.309273,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4650',)",3748878505,11,3.571460009,1484.548199,39.42655966,3767111115,3767111252,3748878505,0,internal_timestamp,39.69499969,1539889705,33.68730164,0,8.784500122,1026.30847,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4651',)",3748878505,11,3.571470022,1484.549723,39.39877337,3767111115,3767111252,3748878505,0,internal_timestamp,39.66699982,1539889705,33.6867981,0,8.785200119,1026.307839,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4652',)",3748878505,11,3.571480036,1484.550897,39.37197885,3767111115,3767111252,3748878505,0,internal_timestamp,39.63999939,1539889705,33.68629837,0,8.78579998,1026.307231,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4653',)",3748878505,11,3.571490049,1484.551999,39.34815897,3767111115,3767111252,3748878505,0,internal_timestamp,39.61600113,1539889705,33.68600082,0,8.786299706,1026.30681,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4654',)",3748878505,11,3.571510077,1484.553084,39.32334289,3767111115,3767111252,3748878505,0,internal_timestamp,39.5909996,1539889705,33.68569946,0,8.786800385,1026.306382,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4655',)",3748878505,11,3.571530104,1484.55397,39.30150445,3767111115,3767111252,3748878505,0,internal_timestamp,39.56900024,1539889705,33.6855011,0,8.787199974,1026.306064,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4656',)",3748878505,11,3.571549892,1484.555084,39.27867715,3767111115,3767111252,3748878505,0,internal_timestamp,39.54600143,1539889705,33.68519974,0,8.787699699,1026.305645,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4657',)",3748878505,11,3.571559906,1484.555781,39.25286789,3767111115,3767111252,3748878505,0,internal_timestamp,39.52000046,1539889705,33.68489838,0,8.788100243,1026.305227,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4658',)",3748878505,11,3.571579933,1484.557379,39.22904176,3767111115,3767111252,3748878505,0,internal_timestamp,39.49599838,1539889705,33.68470001,0,8.788700104,1026.304869,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4659',)",3748878505,11,3.571609974,1484.558816,39.20323744,3767111115,3767111252,3748878505,0,internal_timestamp,39.47000122,1539889705,33.68439865,0,8.789299965,1026.30442,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4660',)",3748878505,11,3.571630001,1484.560306,39.18040676,3767111115,3767111252,3748878505,0,internal_timestamp,39.4469986,1539889705,33.6841011,0,8.789899826,1026.303989,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4661',)",3748878506,11,3.571650028,1484.561451,39.15956442,3767111115,3767111252,3748878506,0,internal_timestamp,39.42599869,1539889706,33.68379974,0,8.790399551,1026.303579,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4662',)",3748878506,11,3.571660042,1484.562536,39.13475197,3767111115,3767111252,3748878506,0,internal_timestamp,39.40100098,1539889706,33.68349838,0,8.79090023,1026.303151,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4663',)",3748878506,11,3.571670055,1484.563854,39.10894662,3767111115,3767111252,3748878506,0,internal_timestamp,39.375,1539889706,33.68310165,0,8.791500092,1026.302628,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4664',)",3748878506,11,3.571690083,1484.564983,39.08711169,3767111115,3767111252,3748878506,0,internal_timestamp,39.35300064,1539889706,33.68280029,0,8.791999817,1026.302213,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4665',)",3748878506,11,3.57171011,1484.565924,39.06130582,3767111115,3767111252,3748878506,0,internal_timestamp,39.32699966,1539889706,33.68239975,0,8.792499542,1026.301703,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4666',)",3748878506,11,3.571719885,1484.567024,39.03748581,3767111115,3767111252,3748878506,0,internal_timestamp,39.3030014,1539889706,33.68209839,0,8.793000221,1026.301279,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4667',)",3748878506,11,3.571739912,1484.568466,39.01167741,3767111115,3767111252,3748878506,0,internal_timestamp,39.27700043,1539889706,33.68180084,0,8.793600082,1026.300834,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4668',)",3748878506,11,3.571769953,1484.569672,38.98685809,3767111115,3767111252,3748878506,0,internal_timestamp,39.2519989,1539889706,33.68159866,0,8.794099808,1026.300483,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4669',)",3748878506,11,3.57178998,1484.571161,38.96403102,3767111115,3767111252,3748878506,0,internal_timestamp,39.22900009,1539889706,33.68130112,0,8.794699669,1026.300051,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4670',)",3748878506,11,3.571799994,1484.571858,38.9382215,3767111115,3767111252,3748878506,0,internal_timestamp,39.20299912,1539889706,33.68099976,0,8.795100212,1026.299634,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4671',)",3748878506,11,3.571820021,1484.572852,38.91538732,3767111115,3767111252,3748878506,0,internal_timestamp,39.18000031,1539889706,33.68090057,0,8.795499802,1026.299389,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4672',)",3748878506,11,3.571830034,1484.572962,38.89155868,3767111115,3767111252,3748878506,0,internal_timestamp,39.15599823,1539889706,33.68069839,0,8.795700073,1026.29909,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4673',)",3748878506,11,3.571840048,1484.573536,38.8657463,3767111115,3767111252,3748878506,0,internal_timestamp,39.13000107,1539889706,33.68059921,0,8.795999527,1026.298847,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4674',)",3748878506,11,3.571850061,1484.574054,38.84390696,3767111115,3767111252,3748878506,0,internal_timestamp,39.10800171,1539889706,33.68040085,0,8.796299934,1026.298544,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4675',)",3748878506,11,3.571840048,1484.574442,38.82206688,3767111115,3767111252,3748878506,0,internal_timestamp,39.08599854,1539889706,33.68009949,0,8.796600342,1026.298161,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4676',)",3748878506,11,3.571830034,1484.574424,38.79824491,3767111115,3767111252,3748878506,0,internal_timestamp,39.06200027,1539889706,33.67979813,0,8.79679966,1026.297784,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4677',)",3748878507,11,3.571830034,1484.575142,38.77342768,3767111115,3767111252,3748878507,0,internal_timestamp,39.03699875,1539889707,33.67950058,0,8.797200203,1026.297374,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4678',)",3748878507,11,3.571850061,1484.576146,38.75159543,3767111115,3767111252,3748878507,0,internal_timestamp,39.01499939,1539889707,33.67910004,0,8.797699928,1026.296882,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4679',)",3748878507,11,3.571880102,1484.578343,38.72678442,3767111115,3767111252,3748878507,0,internal_timestamp,38.99000168,1539889707,33.67879868,1,8.798500061,1026.296407,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4680',)",3748878507,11,3.571929932,1484.581466,38.70595113,3767111115,3767111252,3748878507,0,internal_timestamp,38.96900177,1539889707,33.67829895,0,8.799599648,1026.295748,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4681',)",3748878507,11,3.57198,1484.584589,38.67717642,3767111115,3767111252,3748878507,0,internal_timestamp,38.93999863,1539889707,33.67760086,0,8.800800323,1026.294882,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4682',)",3748878507,11,3.572040081,1484.588635,38.65237774,3767111115,3767111252,3748878507,0,internal_timestamp,38.91500092,1539889707,33.67699814,0,8.802200317,1026.294077,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4683',)",3748878507,11,3.572089911,1484.592266,38.62460629,3767111115,3767111252,3748878507,0,internal_timestamp,38.88700104,1539889707,33.67610168,0,8.803600311,1026.293028,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4684',)",3748878507,11,3.572129965,1484.596359,38.60279448,3767111115,3767111252,3748878507,0,internal_timestamp,38.86500168,1539889707,33.67520142,0,8.805100441,1026.291989,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4685',)",3748878507,11,3.572180033,1484.6004,38.57800122,3767111115,3767111252,3748878507,0,internal_timestamp,38.84000015,1539889707,33.67430115,0,8.806599617,1026.290935,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4686',)",3748878507,11,3.572220087,1484.603752,38.55618816,3767111115,3767111252,3748878507,0,internal_timestamp,38.81800079,1539889707,33.67340088,0,8.807900429,1026.289927,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4687',)",3748878507,11,3.572240114,1484.606358,38.53436453,3767111115,3767111252,3748878507,0,internal_timestamp,38.79600143,1539889707,33.67279816,0,8.808899879,1026.289198,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4688',)",3748878507,11,3.572269917,1484.608306,38.50955527,3767111115,3767111252,3748878507,0,internal_timestamp,38.77099991,1539889707,33.67229843,0,8.809700012,1026.288568,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4689',)",3748878507,11,3.572289944,1484.609575,38.48077162,3767111115,3767111252,3748878507,0,internal_timestamp,38.74200058,1539889707,33.6719017,0,8.810299873,1026.288031,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4690',)",3748878507,11,3.572289944,1484.610434,38.45794952,3767111115,3767111252,3748878507,0,internal_timestamp,38.71900177,1539889707,33.67139816,0,8.810799599,1026.287454,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4691',)",3748878507,11,3.572309971,1484.611926,38.43511816,3767111115,3767111252,3748878507,0,internal_timestamp,38.69599915,1539889707,33.67110062,0,8.811400414,1026.287022,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4692',)",3748878507,11,3.572329998,1484.612975,38.40831613,3767111115,3767111252,3748878507,0,internal_timestamp,38.66899872,1539889707,33.67079926,0,8.811900139,1026.286584,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4693',)",3748878508,11,3.572350025,1484.615078,38.3854927,3767111115,3767111252,3748878508,0,internal_timestamp,38.64599991,1539889708,33.67039871,0,8.812700272,1026.286041,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4694',)",3748878508,11,3.572400093,1484.617765,38.36068444,3767111115,3767111252,3748878508,0,internal_timestamp,38.62099838,1539889708,33.66989899,0,8.813699722,1026.285379,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4695',)",3748878508,11,3.572429895,1484.620579,38.33588633,3767111115,3767111252,3748878508,0,internal_timestamp,38.59600067,1539889708,33.6692009,0,8.814800262,1026.284546,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4696',)",3748878508,11,3.572449923,1484.623244,38.31009484,3767111115,3767111252,3748878508,0,internal_timestamp,38.56999969,1539889708,33.66839981,0,8.815899849,1026.283628,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4697',)",3748878508,11,3.57246995,1484.625083,38.28628454,3767111115,3767111252,3748878508,0,internal_timestamp,38.54600143,1539889708,33.6678009,0,8.816699982,1026.282925,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4698',)",3748878508,11,3.572479963,1484.626195,38.26345253,3767111115,3767111252,3748878508,0,internal_timestamp,38.52299881,1539889708,33.66749954,0,8.817199707,1026.282506,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4699',)",3748878508,11,3.572489977,1484.626617,38.2356536,3767111115,3767111252,3748878508,0,internal_timestamp,38.49499893,1539889708,33.66730118,0,8.817500114,1026.282175,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4700',)",3748878508,11,3.572489977,1484.627033,38.21580182,3767111115,3767111252,3748878508,0,internal_timestamp,38.47499847,1539889708,33.66699982,0,8.817799568,1026.281801,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4701',)",3748878508,11,3.57249999,1484.628101,38.1899959,3767111115,3767111252,3748878508,0,internal_timestamp,38.44900131,1539889708,33.66669846,0,8.818300247,1026.281368,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4702',)",3748878508,11,3.572550058,1484.630819,38.1671725,3767111115,3767111252,3748878508,0,internal_timestamp,38.42599869,1539889708,33.66619873,0,8.819299698,1026.280716,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4703',)",3748878508,11,3.572619915,1484.634652,38.14435461,3767111115,3767111252,3748878508,0,internal_timestamp,38.40299988,1539889708,33.66569901,1,8.820599556,1026.280016,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4704',)",3748878508,11,3.572700024,1484.639691,38.11955589,3767111115,3767111252,3748878508,0,internal_timestamp,38.37799835,1539889708,33.66500092,0,8.822299957,1026.27909,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4705',)",3748878508,11,3.572789907,1484.645588,38.09476852,3767111115,3767111252,3748878508,0,internal_timestamp,38.35300064,1539889708,33.66410065,0,8.824299812,1026.277958,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4706',)",3748878508,11,3.57288003,1484.651835,38.06899468,3767111115,3767111252,3748878508,0,internal_timestamp,38.32699966,1539889708,33.66289902,0,8.826499939,1026.276554,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4707',)",3748878508,11,3.572940111,1484.658328,38.04323345,3767111115,3767111252,3748878508,0,internal_timestamp,38.30099869,1539889708,33.66130066,0,8.828900337,1026.274808,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4708',)",3748878508,11,3.573009968,1484.664405,38.02243179,3767111115,3767111252,3748878508,0,internal_timestamp,38.27999878,1539889708,33.65990067,0,8.831100464,1026.273272,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4709',)",3748878509,11,3.573080063,1484.669955,37.99963803,3767111115,3767111252,3748878509,0,internal_timestamp,38.25699997,1539889709,33.65869904,0,8.833100319,1026.271913,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4710',)",3748878509,11,3.573139906,1484.674983,37.9748483,3767111115,3767111252,3748878509,0,internal_timestamp,38.23199844,1539889709,33.65769959,0,8.834899902,1026.270735,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4711',)",3748878509,11,3.573199987,1484.679548,37.94410257,3767111115,3767111252,3748878509,0,internal_timestamp,38.20100021,1539889709,33.65670013,0,8.836600304,1026.269545,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4712',)",3748878509,11,3.573299885,1484.685506,37.92328504,3767111115,3767111252,3748878509,0,internal_timestamp,38.18000031,1539889709,33.65579987,0,8.838600159,1026.268431,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4713',)",3748878509,11,3.573400021,1484.692406,37.89949059,3767111115,3767111252,3748878509,0,internal_timestamp,38.15599823,1539889709,33.65480042,0,8.840900421,1026.267179,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4714',)",3748878509,11,3.573509932,1484.699194,37.8766953,3767111115,3767111252,3748878509,0,internal_timestamp,38.13299942,1539889709,33.65370178,0,8.84319973,1026.265854,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4715',)",3748878509,11,3.573610067,1484.705669,37.84992258,3767111115,3767111252,3748878509,0,internal_timestamp,38.10599899,1539889709,33.65269852,0,8.845399857,1026.2646,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4716',)",3748878509,11,3.573679924,1484.71076,37.82115937,3767111115,3767111252,3748878509,0,internal_timestamp,38.07699966,1539889709,33.65179825,0,8.847200394,1026.263481,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4717',)",3748878509,11,3.573709965,1484.713948,37.79736271,3767111115,3767111252,3748878509,0,internal_timestamp,38.0530014,1539889709,33.6507988,0,8.848500252,1026.262386,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4718',)",3748878509,11,3.573740005,1484.716803,37.77553751,3767111115,3767111252,3748878509,0,internal_timestamp,38.03099823,1539889709,33.65010071,0,8.849599838,1026.261566,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4719',)",3748878509,11,3.573770046,1484.719414,37.75371263,3767111115,3767111252,3748878509,0,internal_timestamp,38.00899887,1539889709,33.6495018,0,8.850600243,1026.26084,29,13,29,29,29,29,29,29,29,29,44.637117,-124.302617
"('4720',)",3748878509,11,3.573800087,1484.722216,37.72891355,3767111115,3767111252,3748878509,0,internal_timestamp,37.98400116,1539889709,33.6487999,0,8.851699829,1026.260004,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4721',)",3748878509,11,3.573829889,1484.725297,37.70609921,3767111115,3767111252,3748878509,0,internal_timestamp,37.96099854,1539889709,33.64799881,0,8.852899551,1026.259084,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4722',)",3748878509,11,3.573869944,1484.728965,37.68130747,3767111115,3767111252,3748878509,0,internal_timestamp,37.93600082,1539889709,33.64709854,0,8.854299545,1026.258046,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4723',)",3748878509,11,3.573920012,1484.732729,37.65452379,3767111115,3767111252,3748878509,0,internal_timestamp,37.9090004,1539889709,33.64630127,0,8.855699539,1026.257079,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4724',)",3748878509,11,3.573970079,1484.735921,37.63071391,3767111115,3767111252,3748878509,0,internal_timestamp,37.88499832,1539889709,33.64559937,0,8.856900215,1026.256232,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4725',)",3748878510,11,3.574019909,1484.738857,37.60590244,3767111115,3767111252,3748878510,0,internal_timestamp,37.86000061,1539889710,33.64530182,0,8.857899666,1026.255728,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4726',)",3748878510,11,3.574059963,1484.740694,37.58207812,3767111115,3767111252,3748878510,0,internal_timestamp,37.83599854,1539889710,33.64500046,0,8.858599663,1026.255273,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
"('4727',)",3748878510,11,3.57407999,1484.742407,37.55826042,3767111115,3767111252,3748878510,0,internal_timestamp,37.81200027,1539889710,33.64459991,0,8.85929966,1026.25474,29,13,29,29,29,29,29,13,29,29,44.637117,-124.302617
